CATEGORY,INDEX,NORAD_CAT_ID_1,OBJECT_NAME_1,SHAPE_1,OBJECT_CLASS_1,NORAD_CAT_ID_2,OBJECT_NAME_2,SHAPE_2,OBJECT_CLASS_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,DILUTION,RADIUS_1,RADIUS_2,HBR,PC_CELESTRAK,PC_SPACEMAP,ERROR(RATIO)
Celestrak,9038,56725,ONEWEB-0721 [+],,Unknown,30451,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 21:43:37.764,1.866,15.062,1.306,0.001,0.0003,0.0013,4.273e-07,5.357049492899761e-07,0.0
spacemap,9038,56725,ONEWEB-0721 [+],,Unknown,30451,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 21:43:37.764,1.8659231427596126,15.062,1.306,0.001,0.0003,0.0013,4.273e-07,5.357049492899761e-07,1.2536975176456262
Celestrak,9039,57255,STARLINK-5481 [+],,Unknown,49404,OBJECT K [-],Unknown,Unknown,2023-09-28 16:54:34.137,1.866,13.391,0.797,0.001,0.0015,0.0025,6.996e-07,1.980668092566056e-06,0.0
spacemap,9039,57255,STARLINK-5481 [+],,Unknown,49404,OBJECT K [-],Unknown,Unknown,2023-09-28 16:54:34.137,1.866151756083081,13.391,0.797,0.001,0.0015,0.0025,6.996e-07,1.980668092566056e-06,2.8311436428903027
Celestrak,9070,56456,STARLINK-5995 [+],,Unknown,57800,XRISM [+],,Unknown,2023-09-27 13:31:27.832,1.87,5.101,0.465,0.001,0.001,0.002,1.197e-06,1.2625715786360328e-06,0.0
spacemap,9070,56456,STARLINK-5995 [+],,Unknown,57800,XRISM [+],,Unknown,2023-09-27 13:31:27.832,1.8698854618352996,5.101,0.465,0.001,0.001,0.002,1.197e-06,1.2625715786360328e-06,1.054779932026761
Celestrak,9071,56825,STARLINK-30084 [+],,Unknown,38926,BREEZE-M DEB [-],Unknown,Unknown,2023-09-26 17:40:18.787,1.87,1.93,0.444,0.001,0.0003,0.0013,1.252e-06,5.335893144420391e-07,0.0
spacemap,9071,56825,STARLINK-30084 [+],,Unknown,38926,BREEZE-M DEB [-],Unknown,Unknown,2023-09-26 17:40:18.787,1.8696185969120496,1.93,0.444,0.001,0.0003,0.0013,1.252e-06,5.335893144420391e-07,0.42618954827638905
Celestrak,9072,57710,STARLINK-30335 [+],,Unknown,52751,OBJECT V [-],Unknown,Unknown,2023-09-29 03:14:20.342,1.87,11.626,0.635,0.001,0.0015,0.0025,8.76e-07,1.972913735983102e-06,0.0
spacemap,9072,57710,STARLINK-30335 [+],,Unknown,52751,OBJECT V [-],Unknown,Unknown,2023-09-29 03:14:20.342,1.8698155386244748,11.626,0.635,0.001,0.0015,0.0025,8.76e-07,1.972913735983102e-06,2.252184630117697
Celestrak,9084,57135,STARLINK-6127 [+],,Unknown,43771,OBJECT P [-],Unknown,Unknown,2023-09-28 19:02:46.196,1.871,11.968,0.659,0.001,0.0015,0.0025,8.435e-07,1.969664156284062e-06,0.0
spacemap,9084,57135,STARLINK-6127 [+],,Unknown,43771,OBJECT P [-],Unknown,Unknown,2023-09-28 19:02:46.196,1.8713573311245295,11.968,0.659,0.001,0.0015,0.0025,8.435e-07,1.969664156284062e-06,2.335108661866108
Celestrak,9099,56457,STARLINK-5994 [+],,Unknown,25467,IRIDIUM 82 [-],Unknown,Unknown,2023-09-28 15:00:42.902,1.873,14.79,1.135,0.001,0.0015,0.0025,4.211e-06,1.965294091526946e-06,0.0
spacemap,9099,56457,STARLINK-5994 [+],,Unknown,25467,IRIDIUM 82 [-],Unknown,Unknown,2023-09-28 15:00:42.902,1.8734367739692046,14.79,1.135,0.001,0.0015,0.0025,4.211e-06,1.965294091526946e-06,0.4667048424428748
Celestrak,9111,56556,STARLINK-5302 [+],,Unknown,43763,UPPER FREE FLYER [-],Unknown,Unknown,2023-09-27 04:56:16.443,1.875,10.2,0.571,0.001,0.0015,0.0025,9.712e-07,1.9617717095869843e-06,0.0
spacemap,9111,56556,STARLINK-5302 [+],,Unknown,43763,UPPER FREE FLYER [-],Unknown,Unknown,2023-09-27 04:56:16.443,1.87511791198903,10.2,0.571,0.001,0.0015,0.0025,9.712e-07,1.9617717095869843e-06,2.0199461589651815
Celestrak,9112,57190,NANOZOND 1 (RS49S) [+],,Unknown,57205,ARCCUBE 1 (RS25S) [+],,Unknown,2023-09-28 17:21:23.109,1.875,0.004,0.128,0.001,0.001,0.002,1.494e-05,1.2552384308966842e-06,0.0
spacemap,9112,57190,NANOZOND 1 (RS49S) [+],,Unknown,57205,ARCCUBE 1 (RS25S) [+],,Unknown,2023-09-28 17:21:23.109,1.8753394859495895,0.004,0.128,0.001,0.001,0.002,1.494e-05,1.2552384308966842e-06,0.08401863660620378
Celestrak,9151,57295,STARLINK-30206 [+],,Unknown,28809,KIRARI (OICETS) [?],Unknown,Unknown,2023-09-26 12:04:54.851,1.88,7.831,0.507,0.001,0.0015,0.0025,1.091e-06,1.9518059270337103e-06,0.0
spacemap,9151,57295,STARLINK-30206 [+],,Unknown,28809,KIRARI (OICETS) [?],Unknown,Unknown,2023-09-26 12:04:54.851,1.8798989391163738,7.831,0.507,0.001,0.0015,0.0025,1.091e-06,1.9518059270337103e-06,1.7890063492517967
Celestrak,9166,56966,NUSAT-42 (M WONENBURGER) [+],,Unknown,57669,STARLINK-30271 [+],Unknown,Unknown,2023-09-30 08:15:11.350,1.881,5.932,0.477,0.001,0.0015,0.0025,1.16e-06,1.9493140892736622e-06,0.0
spacemap,9166,56966,NUSAT-42 (M WONENBURGER) [+],,Unknown,57669,STARLINK-30271 [+],Unknown,Unknown,2023-09-30 08:15:11.350,1.8811001102064977,5.932,0.477,0.001,0.0015,0.0025,1.16e-06,1.9493140892736622e-06,1.6804431804083297
Celestrak,9167,57197,HORS 2 [+],,Unknown,57307,STARLINK-30209 [+],Unknown,Unknown,2023-09-24 17:47:50.615,1.881,11.756,0.65,0.001,0.0015,0.0025,8.516e-07,1.9499177276080208e-06,0.0
spacemap,9167,57197,HORS 2 [+],,Unknown,57307,STARLINK-30209 [+],Unknown,Unknown,2023-09-24 17:47:50.615,1.8808089197090507,11.756,0.65,0.001,0.0015,0.0025,8.516e-07,1.9499177276080208e-06,2.289710812127784
Celestrak,9206,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57334,STARLINK-5589 [+],,Unknown,2023-09-28 07:15:56.271,1.886,11.945,0.664,0.001,0.001,0.002,8.311e-07,1.2409639923629239e-06,0.0
spacemap,9206,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57334,STARLINK-5589 [+],,Unknown,2023-09-28 07:15:56.271,1.886094400363302,11.945,0.664,0.001,0.001,0.002,8.311e-07,1.2409639923629239e-06,1.4931584554962385
Celestrak,9235,56691,STARLINK-30087 [+],,Unknown,57011,OBJECT H [+],Unknown,Unknown,2023-09-25 10:45:32.716,1.889,11.29,0.625,0.001,0.0015,0.0025,8.82e-07,1.932935654135947e-06,0.0
spacemap,9235,56691,STARLINK-30087 [+],,Unknown,57011,OBJECT H [+],Unknown,Unknown,2023-09-25 10:45:32.716,1.889052927360988,11.29,0.625,0.001,0.0015,0.0025,8.82e-07,1.932935654135947e-06,2.191537022829872
Celestrak,9249,56444,TROPICS-06 [+],,Unknown,31663,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 13:57:22.260,1.891,11.948,0.662,0.001,0.0003,0.0013,8.309e-07,5.216873161296579e-07,0.0
spacemap,9249,56444,TROPICS-06 [+],,Unknown,31663,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 13:57:22.260,1.8908254792016053,11.948,0.662,0.001,0.0003,0.0013,8.309e-07,5.216873161296579e-07,0.6278581250808256
Celestrak,9281,56702,STARLINK-30117 [+],,Unknown,53817,ELECTRON KICK STAGE R/B [-],Unknown,Unknown,2023-09-30 01:35:22.115,1.895,12.614,0.721,0.001,0.0015,0.0025,7.613e-07,1.9204303182149104e-06,0.0
spacemap,9281,56702,STARLINK-30117 [+],,Unknown,53817,ELECTRON KICK STAGE R/B [-],Unknown,Unknown,2023-09-30 01:35:22.115,1.8951934706307234,12.614,0.721,0.001,0.0015,0.0025,7.613e-07,1.9204303182149104e-06,2.5225670802770397
Celestrak,9282,57126,STARLINK-6167 [+],,Unknown,39319,PEGASUS DEB [-],Unknown,Unknown,2023-09-30 05:02:25.751,1.895,13.03,0.755,0.001,0.0003,0.0013,7.275e-07,5.194210912625862e-07,0.0
spacemap,9282,57126,STARLINK-6167 [+],,Unknown,39319,PEGASUS DEB [-],Unknown,Unknown,2023-09-30 05:02:25.751,1.8949458115347564,13.03,0.755,0.001,0.0003,0.0013,7.275e-07,5.194210912625862e-07,0.7139808814605995
Celestrak,9291,56972,SPACEBEE-177 [+],,Unknown,35417,CZ-2C DEB [-],Unknown,Unknown,2023-09-25 19:36:20.904,1.896,10.291,0.58,0.001,0.0003,0.0013,9.458e-07,5.186447595903645e-07,0.0
spacemap,9291,56972,SPACEBEE-177 [+],,Unknown,35417,CZ-2C DEB [-],Unknown,Unknown,2023-09-25 19:36:20.904,1.8963635038689919,10.291,0.58,0.001,0.0003,0.0013,9.458e-07,5.186447595903645e-07,0.54836620806763
Celestrak,9296,57169,OBJECT D [+],,Unknown,57513,STARLINK-30168 [+],Unknown,Unknown,2023-09-26 23:24:46.932,1.897,12.871,0.745,0.001,0.0015,0.0025,7.361e-07,1.9166496550869545e-06,0.0
spacemap,9296,57169,OBJECT D [+],,Unknown,57513,STARLINK-30168 [+],Unknown,Unknown,2023-09-26 23:24:46.932,1.8970617246617179,12.871,0.745,0.001,0.0015,0.0025,7.361e-07,1.9166496550869545e-06,2.6037897773223126
Celestrak,9309,56991,SPEI SATELLES [+],,Unknown,33679,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 22:49:02.996,1.898,15.017,1.18,0.001,0.0003,0.0013,4.645e-07,5.178494969022885e-07,0.0
spacemap,9309,56991,SPEI SATELLES [+],,Unknown,33679,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 22:49:02.996,1.8978190711989624,15.017,1.18,0.001,0.0003,0.0013,4.645e-07,5.178494969022885e-07,1.1148535993590711
Celestrak,9310,57176,SITRO-AIS 5 (KATYS) [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-29 12:06:19.376,1.898,12.188,0.686,0.001,0.0003,0.0013,7.994e-07,5.17997193942614e-07,0.0
spacemap,9310,57176,SITRO-AIS 5 (KATYS) [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-29 12:06:19.376,1.8975484882132483,12.188,0.686,0.001,0.0003,0.0013,7.994e-07,5.17997193942614e-07,0.6479824792877332
Celestrak,9311,57628,HEAD-3C [+],,Unknown,55198,CZ-6A DEB [-],Unknown,Unknown,2023-09-27 21:41:20.208,1.898,13.731,0.875,0.001,0.0003,0.0013,6.265e-07,5.180129665829978e-07,0.0
spacemap,9311,57628,HEAD-3C [+],,Unknown,55198,CZ-6A DEB [-],Unknown,Unknown,2023-09-27 21:41:20.208,1.8975195993997622,13.731,0.875,0.001,0.0003,0.0013,6.265e-07,5.180129665829978e-07,0.8268363393184324
Celestrak,9321,56853,OBJECT H [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 18:33:54.030,1.899,15.221,1.343,0.001,0.0015,0.0025,4.082e-07,1.913627430839916e-06,0.0
spacemap,9321,56853,OBJECT H [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 18:33:54.030,1.8985591684277447,15.221,1.343,0.001,0.0015,0.0025,4.082e-07,1.913627430839916e-06,4.687965288681813
Celestrak,9322,56908,STARLINK-6186 [+],,Unknown,57174,OBJECT J [+],,Unknown,2023-09-28 09:11:59.742,1.899,10.484,0.591,0.001,0.001,0.002,9.274e-07,1.223712682064969e-06,0.0
spacemap,9322,56908,STARLINK-6186 [+],,Unknown,57174,OBJECT J [+],,Unknown,2023-09-28 09:11:59.742,1.8993425186298922,10.484,0.591,0.001,0.001,0.002,9.274e-07,1.223712682064969e-06,1.3195090382412864
Celestrak,9323,57188,HORS 1 [+],,Unknown,57469,STARLINK-30171 [+],Unknown,Unknown,2023-09-30 05:04:24.531,1.899,14.282,0.972,0.001,0.0015,0.0025,5.636e-07,1.913693805899559e-06,0.0
spacemap,9323,57188,HORS 1 [+],,Unknown,57469,STARLINK-30171 [+],Unknown,Unknown,2023-09-30 05:04:24.531,1.898526242992767,14.282,0.972,0.001,0.0015,0.0025,5.636e-07,1.913693805899559e-06,3.395482267387436
Celestrak,9344,57135,STARLINK-6127 [+],,Unknown,43801,OBJECT AV [-],Unknown,Unknown,2023-09-24 12:11:03.563,1.902,13.15,0.78,0.001,0.0015,0.0025,7.016e-07,1.9057958895725225e-06,0.0
spacemap,9344,57135,STARLINK-6127 [+],,Unknown,43801,OBJECT AV [-],Unknown,Unknown,2023-09-24 12:11:03.563,1.902456080838128,13.15,0.78,0.001,0.0015,0.0025,7.016e-07,1.9057958895725225e-06,2.716356741123892
Celestrak,9358,57179,OBJECT P [+],,Unknown,34103,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-27 13:17:51.917,1.903,1.939,0.452,0.001,0.0003,0.0013,1.21e-06,5.147933127059676e-07,0.0
spacemap,9358,57179,OBJECT P [+],,Unknown,34103,IRIDIUM 33 DEB [-],Unknown,Unknown,2023-09-27 13:17:51.917,1.9034441499435042,1.939,0.452,0.001,0.0003,0.0013,1.21e-06,5.147933127059676e-07,0.4254490187652624
Celestrak,9384,56920,STARLINK-5960 [+],,Unknown,57217,KUZGTU 1 (RS47S) [+],Unknown,Unknown,2023-09-26 22:07:23.525,1.905,9.93,0.571,0.001,0.0015,0.0025,9.571e-07,1.9006938971740018e-06,0.0
spacemap,9384,56920,STARLINK-5960 [+],,Unknown,57217,KUZGTU 1 (RS47S) [+],Unknown,Unknown,2023-09-26 22:07:23.525,1.9050077375595336,9.93,0.571,0.001,0.0015,0.0025,9.571e-07,1.9006938971740018e-06,1.9858885144436338
Celestrak,9385,57200,OBJECT AL [+],,Unknown,57344,STARLINK-6380 [+],Unknown,Unknown,2023-09-25 22:21:43.389,1.905,12.703,0.732,0.001,0.0015,0.0025,7.462e-07,1.9009130058474805e-06,0.0
spacemap,9385,57200,OBJECT AL [+],,Unknown,57344,STARLINK-6380 [+],Unknown,Unknown,2023-09-25 22:21:43.389,1.9048979437862088,12.703,0.732,0.001,0.0015,0.0025,7.462e-07,1.9009130058474805e-06,2.5474577939526672
Celestrak,9457,57174,OBJECT J [+],,Unknown,57175,CUBEBEL 2 (EU11S) [+],,Unknown,2023-09-28 04:28:00.736,1.916,0.002,0.6,0.001,0.001,0.002,1.496e-06,1.2030556118100254e-06,0.0
spacemap,9457,57174,OBJECT J [+],,Unknown,57175,CUBEBEL 2 (EU11S) [+],,Unknown,2023-09-28 04:28:00.736,1.915579476534673,0.002,0.6,0.001,0.001,0.002,1.496e-06,1.2030556118100254e-06,0.8041815586965411
Celestrak,9469,56908,STARLINK-6186 [+],,Unknown,40036,FLOCK 1C-6 [-],Unknown,Unknown,2023-09-29 04:01:00.915,1.919,7.007,0.503,0.001,0.0015,0.0025,5.286e-07,1.872516917327393e-06,0.0
spacemap,9469,56908,STARLINK-6186 [+],,Unknown,40036,FLOCK 1C-6 [-],Unknown,Unknown,2023-09-29 04:01:00.915,1.9192872021089205,7.007,0.503,0.001,0.0015,0.0025,5.286e-07,1.872516917327393e-06,3.542408091803619
Celestrak,9487,56457,STARLINK-5994 [+],,Unknown,57390,LEMUR-2-MANO [+],,Unknown,2023-09-30 23:16:39.757,1.922,15.071,1.308,0.001,0.001,0.002,4.14e-07,1.1946503334429037e-06,0.0
spacemap,9487,56457,STARLINK-5994 [+],,Unknown,57390,LEMUR-2-MANO [+],,Unknown,2023-09-30 23:16:39.757,1.9223064588929577,15.071,1.308,0.001,0.001,0.002,4.14e-07,1.1946503334429037e-06,2.8856288247413135
Celestrak,9494,56746,OBJECT D [+],,Unknown,38838,METEOR 2-6 DEB [-],Unknown,Unknown,2023-09-28 06:21:52.190,1.923,15.167,1.359,0.001,0.0003,0.0013,3.984e-07,5.044664471309763e-07,0.0
spacemap,9494,56746,OBJECT D [+],,Unknown,38838,METEOR 2-6 DEB [-],Unknown,Unknown,2023-09-28 06:21:52.190,1.9228280408088023,15.167,1.359,0.001,0.0003,0.0013,3.984e-07,5.044664471309763e-07,1.2662310419954224
Celestrak,9500,57113,STARLINK-6142 [+],,Unknown,44316,WT 1B [?],Unknown,Unknown,2023-09-28 23:18:01.422,1.924,8.945,0.545,0.001,0.0015,0.0025,9.916e-07,1.8637592365495376e-06,0.0
spacemap,9500,57113,STARLINK-6142 [+],,Unknown,44316,WT 1B [?],Unknown,Unknown,2023-09-28 23:18:01.422,1.923791230233076,8.945,0.545,0.001,0.0015,0.0025,9.916e-07,1.8637592365495376e-06,1.8795474350035677
Celestrak,9507,57583,OBJECT D [+],,Unknown,12987,COSMOS 1328 [?],Unknown,Unknown,2023-09-28 15:35:53.336,1.925,15.142,1.362,0.001,0.0015,0.0025,3.97e-07,1.8610107656910733e-06,0.0
spacemap,9507,57583,OBJECT D [+],,Unknown,12987,COSMOS 1328 [?],Unknown,Unknown,2023-09-28 15:35:53.336,1.9252113044276153,15.142,1.362,0.001,0.0015,0.0025,3.97e-07,1.8610107656910733e-06,4.6876845483402345
Celestrak,9611,57671,STARLINK-30296 [+],,Unknown,39463,FIREBIRD 1 [-],Unknown,Unknown,2023-09-30 05:06:21.643,1.947,15.259,1.359,0.001,0.0015,0.0025,3.934e-07,1.8197088577290806e-06,0.0
spacemap,9611,57671,STARLINK-30296 [+],,Unknown,39463,FIREBIRD 1 [-],Unknown,Unknown,2023-09-30 05:06:21.643,1.9469370217842599,15.259,1.359,0.001,0.0015,0.0025,3.934e-07,1.8197088577290806e-06,4.625594452793799
Celestrak,9617,57027,OBJECT Z [+],,Unknown,52517,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-28 03:51:56.368,1.948,15.078,1.332,0.001,0.0003,0.0013,4.013e-07,4.917587996782066e-07,0.0
spacemap,9617,57027,OBJECT Z [+],,Unknown,52517,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-28 03:51:56.368,1.9475137094100214,15.078,1.332,0.001,0.0003,0.0013,4.013e-07,4.917587996782066e-07,1.2254144023877565
Celestrak,9619,57612,STARLINK-30245 [+],,Unknown,51453,MINOTAUR 4 DEB [-],Unknown,Unknown,2023-09-25 14:30:53.255,1.949,2.957,0.467,0.001,0.0003,0.0013,1.143e-06,4.911902705693148e-07,0.0
spacemap,9619,57612,STARLINK-30245 [+],,Unknown,51453,MINOTAUR 4 DEB [-],Unknown,Unknown,2023-09-25 14:30:53.255,1.9486404609624686,2.957,0.467,0.001,0.0003,0.0013,1.143e-06,4.911902705693148e-07,0.42973776952695963
Celestrak,9640,56886,STARLINK-5496 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-28 08:28:29.890,1.953,7.085,0.513,0.001,0.0015,0.0025,1.365e-05,1.8090057664108407e-06,0.0
spacemap,9640,56886,STARLINK-5496 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-28 08:28:29.890,1.9526881268010907,7.085,0.513,0.001,0.0015,0.0025,1.365e-05,1.8090057664108407e-06,0.13252789497515316
Celestrak,9644,56959,PHOTON-04 [+],,Unknown,31652,FENGYUN 1C DEB [-],Unknown,Unknown,2023-10-01 04:26:24.405,1.954,15.014,1.271,0.001,0.0003,0.0013,4.192e-07,4.884791507580071e-07,0.0
spacemap,9644,56959,PHOTON-04 [+],,Unknown,31652,FENGYUN 1C DEB [-],Unknown,Unknown,2023-10-01 04:26:24.405,1.954040580142006,15.014,1.271,0.001,0.0003,0.0013,4.192e-07,4.884791507580071e-07,1.1652651497089863
Celestrak,9645,57401,TIANMU-1 09 [+],,Unknown,57484,OBJECT D [+],Unknown,Unknown,2023-09-27 09:00:55.547,1.954,11.751,0.672,0.001,0.0015,0.0025,7.92e-07,1.805655979908496e-06,0.0
spacemap,9645,57401,TIANMU-1 09 [+],,Unknown,57484,OBJECT D [+],Unknown,Unknown,2023-09-27 09:00:55.547,1.9544985695384032,11.751,0.672,0.001,0.0015,0.0025,7.92e-07,1.805655979908496e-06,2.2798686615006263
Celestrak,9651,56730,IRIDIUM 179 [+],,Unknown,57654,GAOFEN-12 04 [+],,Unknown,2023-09-24 17:43:36.092,1.955,11.269,0.649,0.001,0.001,0.002,8.2e-07,1.1545581738755652e-06,0.0
spacemap,9651,56730,IRIDIUM 179 [+],,Unknown,57654,GAOFEN-12 04 [+],,Unknown,2023-09-24 17:43:36.092,1.955397840297509,11.269,0.649,0.001,0.001,0.002,8.2e-07,1.1545581738755652e-06,1.4079977730189819
Celestrak,9670,57197,HORS 2 [+],,Unknown,57418,STARLINK-30221 [+],Unknown,Unknown,2023-09-25 22:31:15.714,1.959,12.702,0.753,0.001,0.0015,0.0025,7.057e-07,1.797393675640224e-06,0.0
spacemap,9670,57197,HORS 2 [+],,Unknown,57418,STARLINK-30221 [+],Unknown,Unknown,2023-09-25 22:31:15.714,1.958985673850875,12.702,0.753,0.001,0.0015,0.0025,7.057e-07,1.797393675640224e-06,2.5469656732892507
Celestrak,9674,57618,STARLINK-30249 [+],,Unknown,35903,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-28 06:57:54.329,1.96,12.962,0.777,0.001,0.0003,0.0013,6.833e-07,4.857376729259409e-07,0.0
spacemap,9674,57618,STARLINK-30249 [+],,Unknown,35903,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-28 06:57:54.329,1.9595470761545868,12.962,0.777,0.001,0.0003,0.0013,6.833e-07,4.857376729259409e-07,0.7108702955157923
Celestrak,9701,56526,STARLINK-6317 [+],,Unknown,42301,DMSP 5D-2 F13 DEB [-],Unknown,Unknown,2023-09-28 01:35:45.885,1.965,7.735,0.528,0.001,0.0003,0.0013,1.003e-06,4.832472420786031e-07,0.0
spacemap,9701,56526,STARLINK-6317 [+],,Unknown,42301,DMSP 5D-2 F13 DEB [-],Unknown,Unknown,2023-09-28 01:35:45.885,1.9645898864929725,7.735,0.528,0.001,0.0003,0.0013,1.003e-06,4.832472420786031e-07,0.4818018365688964
Celestrak,9708,56943,NUSAT-40 (C SHOEMAKER) [+],,Unknown,31305,PEGASUS R/B [-],Unknown,Unknown,2023-09-30 01:10:42.761,1.966,14.793,1.165,0.001,0.0015,0.0025,4.541e-07,1.7838914954014605e-06,0.0
spacemap,9708,56943,NUSAT-40 (C SHOEMAKER) [+],,Unknown,31305,PEGASUS R/B [-],Unknown,Unknown,2023-09-30 01:10:42.761,1.966385445586296,14.793,1.165,0.001,0.0015,0.0025,4.541e-07,1.7838914954014605e-06,3.9284111327933506
Celestrak,9714,56918,STARLINK-5951 [+],,Unknown,31305,PEGASUS R/B [-],Unknown,Unknown,2023-09-24 23:21:50.106,1.967,10.618,0.618,0.001,0.0015,0.0025,8.558e-07,1.782331767473995e-06,0.0
spacemap,9714,56918,STARLINK-5951 [+],,Unknown,31305,PEGASUS R/B [-],Unknown,Unknown,2023-09-24 23:21:50.106,1.9672456566635128,10.618,0.618,0.001,0.0015,0.0025,8.558e-07,1.782331767473995e-06,2.082649880198639
Celestrak,9724,56956,BLACKJACK ACES-1 [+],,Unknown,57535,STARLINK-30262 [+],Unknown,Unknown,2023-09-29 10:14:39.071,1.968,13.807,0.896,0.001,0.0015,0.0025,5.902e-07,1.7806819587408562e-06,0.0
spacemap,9724,56956,BLACKJACK ACES-1 [+],,Unknown,57535,STARLINK-30262 [+],Unknown,Unknown,2023-09-29 10:14:39.071,1.968156778247573,13.807,0.896,0.001,0.0015,0.0025,5.902e-07,1.7806819587408562e-06,3.0170822750607527
Celestrak,9737,56222,DISCO-1 [+],,Unknown,56848,OBJECT C [+],,Unknown,2023-09-28 20:30:50.732,1.971,15.094,1.31,0.001,0.001,0.002,4.031e-07,1.136231104432636e-06,0.0
spacemap,9737,56222,DISCO-1 [+],,Unknown,56848,OBJECT C [+],,Unknown,2023-09-28 20:30:50.732,1.9711047738002763,15.094,1.31,0.001,0.001,0.002,4.031e-07,1.136231104432636e-06,2.8187325835590076
Celestrak,9748,56555,STARLINK-6252 [+],,Unknown,57199,SITRO-AIS 10 (BURDAEV) [+],,Unknown,2023-09-24 08:09:48.500,1.975,11.898,0.692,0.001,0.001,0.002,7.615e-07,1.1317022558918454e-06,0.0
spacemap,9748,56555,STARLINK-6252 [+],,Unknown,57199,SITRO-AIS 10 (BURDAEV) [+],,Unknown,2023-09-24 08:09:48.500,1.9750448276720756,11.898,0.692,0.001,0.001,0.002,7.615e-07,1.1317022558918454e-06,1.486148727369462
Celestrak,9749,56966,NUSAT-42 (M WONENBURGER) [+],,Unknown,47958,OBJECT AC [-],Unknown,Unknown,2023-09-24 20:09:17.246,1.975,14.12,0.967,0.001,0.0015,0.0025,5.448e-07,1.7675163813570215e-06,0.0
spacemap,9749,56966,NUSAT-42 (M WONENBURGER) [+],,Unknown,47958,OBJECT AC [-],Unknown,Unknown,2023-09-24 20:09:17.246,1.9754732336766627,14.12,0.967,0.001,0.0015,0.0025,5.448e-07,1.7675163813570215e-06,3.244339907042991
Celestrak,9754,57329,STARLINK-6138 [+],,Unknown,40029,FLOCK 1C-2 [-],Unknown,Unknown,2023-09-29 23:38:30.472,1.976,14.299,1.016,0.001,0.0015,0.0025,2.539e-07,1.7663303079129085e-06,0.0
spacemap,9754,57329,STARLINK-6138 [+],,Unknown,40029,FLOCK 1C-2 [-],Unknown,Unknown,2023-09-29 23:38:30.472,1.9761363793862192,14.299,1.016,0.001,0.0015,0.0025,2.539e-07,1.7663303079129085e-06,6.956795226124098
Celestrak,9755,57613,STARLINK-30041 [+],,Unknown,36031,SL-16 DEB [-],Unknown,Unknown,2023-09-27 00:47:17.935,1.976,7.788,0.532,0.001,0.0003,0.0013,9.898e-07,4.778109194014879e-07,0.0
spacemap,9755,57613,STARLINK-30041 [+],,Unknown,36031,SL-16 DEB [-],Unknown,Unknown,2023-09-27 00:47:17.935,1.9757344043164424,7.788,0.532,0.001,0.0003,0.0013,9.898e-07,4.778109194014879e-07,0.48273481450948463
Celestrak,9758,57225,STARLINK-6294 [+],,Unknown,27126,PSLV DEB [-],Unknown,Unknown,2023-09-29 02:39:28.930,1.977,10.939,0.636,0.001,0.0003,0.0013,8.279e-07,4.77357169692472e-07,0.0
spacemap,9758,57225,STARLINK-6294 [+],,Unknown,27126,PSLV DEB [-],Unknown,Unknown,2023-09-29 02:39:28.930,1.9766731945738776,10.939,0.636,0.001,0.0003,0.0013,8.279e-07,4.77357169692472e-07,0.5765879571113323
Celestrak,9770,57197,HORS 2 [+],,Unknown,37968,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 09:36:38.227,1.98,14.038,0.949,0.001,0.0003,0.0013,5.54e-07,4.759351776493306e-07,0.0
spacemap,9770,57197,HORS 2 [+],,Unknown,37968,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 09:36:38.227,1.9796239315446857,14.038,0.949,0.001,0.0003,0.0013,5.54e-07,4.759351776493306e-07,0.8590887683200913
Celestrak,9775,56223,VIREO [+],,Unknown,43837,OBJECT G [-],Unknown,Unknown,2023-09-30 12:24:35.862,1.981,15.11,1.315,0.001,0.0015,0.0025,3.997e-07,1.7580952701496239e-06,0.0
spacemap,9775,56223,VIREO [+],,Unknown,43837,OBJECT G [-],Unknown,Unknown,2023-09-30 12:24:35.862,1.9807591620143026,15.11,1.315,0.001,0.0015,0.0025,3.997e-07,1.7580952701496239e-06,4.398537078182697
