CATEGORY,INDEX,NORAD_CAT_ID_1,OBJECT_NAME_1,SHAPE_1,OBJECT_CLASS_1,NORAD_CAT_ID_2,OBJECT_NAME_2,SHAPE_2,OBJECT_CLASS_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,DILUTION,RADIUS_1,RADIUS_2,HBR,PC_CELESTRAK,PC_SPACEMAP,ERROR(RATIO)
spacemap,27500,56756,KONDOR FKA NO.1 [+],,Unknown,26740,PEGASUS DEB [-],Unknown,Unknown,2023-09-30 00:39:31.259,4.220125687027621,15.178,2.881,0.001,0.0003,0.0021056632081957577,8.547e-08,2.7476009451435094e-07,3.2146963205142267
Celestrak,27506,56865,OBJECT V [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 16:50:54.888,4.221,15.209,2.981,0.001,0.0003,0.0021054741141973803,8.259e-08,2.745818110602032e-07,0.0
spacemap,27506,56865,OBJECT V [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 16:50:54.888,4.221116408424808,15.209,2.981,0.001,0.0003,0.0021054741141973803,8.259e-08,2.745818110602032e-07,3.32463749921544
Celestrak,27507,57147,STARLINK-5765 [+],,Unknown,40027,FLOCK 1C-1 [-],Unknown,Unknown,2023-09-30 01:52:16.886,4.221,14.268,2.157,0.001,0.0015,0.0025,5.6e-08,3.8720658397623065e-07,0.0
spacemap,27507,57147,STARLINK-5765 [+],,Unknown,40027,FLOCK 1C-1 [-],Unknown,Unknown,2023-09-30 01:52:16.886,4.220675021259688,14.268,2.157,0.001,0.0015,0.0025,5.6e-08,3.8720658397623065e-07,6.914403285289834
Celestrak,27508,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,57196,OBJECT AG [+],,Unknown,2023-09-27 10:24:52.615,4.221,0.006,0.995,0.001,0.001,0.002,2.477e-07,2.4772519830894437e-07,0.0
spacemap,27508,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,57196,OBJECT AG [+],,Unknown,2023-09-27 10:24:52.615,4.221416628920382,0.006,0.995,0.001,0.001,0.002,2.477e-07,2.4772519830894437e-07,1.0001017291439014
Celestrak,27518,56701,STARLINK-30125 [+],,Unknown,39312,PEGASUS DEB [-],Unknown,Unknown,2023-09-28 14:51:16.615,4.222,13.526,1.814,0.001,0.0003,0.0021053723823699936,1.359e-07,2.7448592877663944e-07,0.0
spacemap,27518,56701,STARLINK-30125 [+],,Unknown,39312,PEGASUS DEB [-],Unknown,Unknown,2023-09-28 14:51:16.615,4.2216496051115096,13.526,1.814,0.001,0.0003,0.0021053723823699936,1.359e-07,2.7448592877663944e-07,2.019764008658127
Celestrak,27519,57184,MONITOR-2 (RS39S) [+],,Unknown,31663,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 11:00:45.096,4.222,13.696,1.882,0.001,0.0003,0.0021052118457117065,1.309e-07,2.743346706097698e-07,0.0
spacemap,27519,57184,MONITOR-2 (RS39S) [+],,Unknown,31663,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 11:00:45.096,4.222491283638315,13.696,1.882,0.001,0.0003,0.0021052118457117065,1.309e-07,2.743346706097698e-07,2.0957576058805945
Celestrak,27520,57667,STARLINK-30275 [+],,Unknown,55059,ORBITER SN1 [-],Unknown,Unknown,2023-09-28 03:53:45.586,4.222,8.626,1.177,0.001,0.0015,0.0025,2.093e-07,3.869118020069618e-07,0.0
spacemap,27520,57667,STARLINK-30275 [+],,Unknown,55059,ORBITER SN1 [-],Unknown,Unknown,2023-09-28 03:53:45.586,4.222282548639179,8.626,1.177,0.001,0.0015,0.0025,2.093e-07,3.869118020069618e-07,1.8485991495793683
Celestrak,27537,56864,OBJECT U [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 02:44:53.811,4.223,15.208,2.981,0.001,0.0003,0.002105061376040693,8.254e-08,2.741929505897873e-07,0.0
spacemap,27537,56864,OBJECT U [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-30 02:44:53.811,4.223280486664587,15.208,2.981,0.001,0.0003,0.002105061376040693,8.254e-08,2.741929505897873e-07,3.3219402785290444
Celestrak,27538,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57531,STARLINK-30268 [+],Unknown,Unknown,2023-09-28 20:29:30.436,4.223,13.8,1.933,0.001,0.0015,0.0025,1.275e-07,3.868341245130244e-07,0.0
spacemap,27538,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57531,STARLINK-30268 [+],Unknown,Unknown,2023-09-28 20:29:30.436,4.222706451428513,13.8,1.933,0.001,0.0015,0.0025,1.275e-07,3.868341245130244e-07,3.0339931334354855
Celestrak,27559,56915,STARLINK-5965 [+],,Unknown,57174,OBJECT J [+],,Unknown,2023-09-24 11:43:33.646,4.225,8.92,1.196,0.001,0.001,0.002,2.059e-07,2.4736198063710456e-07,0.0
spacemap,27559,56915,STARLINK-5965 [+],,Unknown,57174,OBJECT J [+],,Unknown,2023-09-24 11:43:33.646,4.224514783422276,8.92,1.196,0.001,0.001,0.002,2.059e-07,2.4736198063710456e-07,1.2013695028514062
Celestrak,27574,56754,TROPICS-07 [+],,Unknown,36159,FENGYUN 1C DEB [-],Unknown,Unknown,2023-10-01 02:10:18.572,4.226,9.454,1.229,0.001,0.0003,0.0021046229127824677,2.004e-07,2.737802758131196e-07,0.0
spacemap,27574,56754,TROPICS-07 [+],,Unknown,36159,FENGYUN 1C DEB [-],Unknown,Unknown,2023-10-01 02:10:18.572,4.225581879395474,9.454,1.229,0.001,0.0003,0.0021046229127824677,2.004e-07,2.737802758131196e-07,1.3661690409836307
Celestrak,27575,57008,OBJECT E [+],,Unknown,43264,CZ-4C R/B [-],Unknown,Unknown,2023-09-25 00:23:44.663,4.226,10.307,1.297,0.001,0.0015,0.0025,1.899e-07,3.8626388927690464e-07,0.0
spacemap,27575,57008,OBJECT E [+],,Unknown,43264,CZ-4C R/B [-],Unknown,Unknown,2023-09-25 00:23:44.663,4.225822260627455,10.307,1.297,0.001,0.0015,0.0025,1.899e-07,3.8626388927690464e-07,2.034038384817823
Celestrak,27583,57021,OBJECT T [+],,Unknown,57031,OBJECT AD [+],Unknown,Unknown,2023-10-01 00:25:52.496,4.227,0.01,0.996,0.001,0.0015,0.0025,2.47e-07,3.8599931731400507e-07,0.0
spacemap,27583,57021,OBJECT T [+],,Unknown,57031,OBJECT AD [+],Unknown,Unknown,2023-10-01 00:25:52.496,4.227270246523388,0.01,0.996,0.001,0.0015,0.0025,2.47e-07,3.8599931731400507e-07,1.5627502725263365
Celestrak,27596,57197,HORS 2 [+],,Unknown,24007,PEGASUS DEB [-],Unknown,Unknown,2023-10-01 05:06:20.490,4.228,12.701,1.621,0.001,0.0003,0.002104138884577378,1.518e-07,2.733252211759221e-07,0.0
spacemap,27596,57197,HORS 2 [+],,Unknown,24007,PEGASUS DEB [-],Unknown,Unknown,2023-10-01 05:06:20.490,4.228125346515108,12.701,1.621,0.001,0.0003,0.002104138884577378,1.518e-07,2.733252211759221e-07,1.8005614043209623
Celestrak,27620,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57508,STARLINK-30074 [+],,Unknown,2023-09-28 04:33:48.552,4.23,13.23,1.752,0.001,0.001,0.002,1.404e-07,2.4667473153112834e-07,0.0
spacemap,27620,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57508,STARLINK-30074 [+],,Unknown,2023-09-28 04:33:48.552,4.230395555351764,13.23,1.752,0.001,0.001,0.002,1.404e-07,2.4667473153112834e-07,1.7569425322729937
Celestrak,27634,56704,STARLINK-30066 [+],,Unknown,27126,PSLV DEB [-],Unknown,Unknown,2023-09-30 04:46:50.813,4.231,13.982,2.019,0.001,0.0003,0.002103644687815164,1.218e-07,2.728611531812646e-07,0.0
spacemap,27634,56704,STARLINK-30066 [+],,Unknown,27126,PSLV DEB [-],Unknown,Unknown,2023-09-30 04:46:50.813,4.230725408318742,13.982,2.019,0.001,0.0003,0.002103644687815164,1.218e-07,2.728611531812646e-07,2.240239352883946
Celestrak,27635,57173,OBJECT H [+],,Unknown,57226,STARLINK-6350 [+],Unknown,Unknown,2023-09-26 05:06:09.664,4.231,11.981,1.494,0.001,0.0015,0.0025,1.646e-07,3.853141594013881e-07,0.0
spacemap,27635,57173,OBJECT H [+],,Unknown,57226,STARLINK-6350 [+],Unknown,Unknown,2023-09-26 05:06:09.664,4.2310270028479415,11.981,1.494,0.001,0.0015,0.0025,1.646e-07,3.853141594013881e-07,2.3409122685382022
Celestrak,27636,57182,MONITOR-4 (RS57S) [+],,Unknown,14699,COSMOS 1536 [?],Unknown,Unknown,2023-09-27 08:49:26.240,4.231,7.096,1.112,0.001,0.0015,0.0025,2.212e-07,3.852642413853074e-07,0.0
spacemap,27636,57182,MONITOR-4 (RS57S) [+],,Unknown,14699,COSMOS 1536 [?],Unknown,Unknown,2023-09-27 08:49:26.240,4.231301097390207,7.096,1.112,0.001,0.0015,0.0025,2.212e-07,3.852642413853074e-07,1.7417009104218235
Celestrak,27637,57626,HEAD-3A [+],,Unknown,33713,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-26 21:25:26.059,4.231,8.192,1.164,0.001,0.0003,0.002103578157631854,2.112e-07,2.7279872116939995e-07,0.0
spacemap,27637,57626,HEAD-3A [+],,Unknown,33713,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-26 21:25:26.059,4.231075680329348,8.192,1.164,0.001,0.0003,0.002103578157631854,2.112e-07,2.7279872116939995e-07,1.2916606115975375
Celestrak,27663,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57264,STARLINK-5858 [+],Unknown,Unknown,2023-09-27 14:08:23.095,4.233,13.073,1.712,0.001,0.0015,0.0025,1.436e-07,3.84981504740433e-07,0.0
spacemap,27663,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57264,STARLINK-5858 [+],Unknown,Unknown,2023-09-27 14:08:23.095,4.232854581222478,13.073,1.712,0.001,0.0015,0.0025,1.436e-07,3.84981504740433e-07,2.6809296987495337
Celestrak,27672,57173,OBJECT H [+],,Unknown,57226,STARLINK-6350 [+],Unknown,Unknown,2023-09-26 06:41:58.422,4.234,12.005,1.499,0.001,0.0015,0.0025,1.64e-07,3.8471232501281743e-07,0.0
spacemap,27672,57173,OBJECT H [+],,Unknown,57226,STARLINK-6350 [+],Unknown,Unknown,2023-09-26 06:41:58.422,4.234335167839082,12.005,1.499,0.001,0.0015,0.0025,1.64e-07,3.8471232501281743e-07,2.3458068598342523
Celestrak,27746,57058,STARLINK-6217 [+],,Unknown,18958,COSMOS 1933 [?],Unknown,Unknown,2023-09-24 09:10:10.779,4.241,11.289,1.405,0.001,0.0015,0.0025,1.747e-07,3.8358135494869753e-07,0.0
spacemap,27746,57058,STARLINK-6217 [+],,Unknown,18958,COSMOS 1933 [?],Unknown,Unknown,2023-09-24 09:10:10.779,4.240572937306072,11.289,1.405,0.001,0.0015,0.0025,1.747e-07,3.8358135494869753e-07,2.1956574410343306
Celestrak,27761,56871,OBJECT AB [+],,Unknown,57698,STARLINK-30288 [+],Unknown,Unknown,2023-09-28 18:41:26.150,4.242,8.877,1.197,0.001,0.0015,0.0025,2.049e-07,3.8325776424945956e-07,0.0
spacemap,27761,56871,OBJECT AB [+],,Unknown,57698,STARLINK-30288 [+],Unknown,Unknown,2023-09-28 18:41:26.150,4.242362752564325,8.877,1.197,0.001,0.0015,0.0025,2.049e-07,3.8325776424945956e-07,1.8704624902365037
Celestrak,27762,57005,OBJECT B [+],,Unknown,39433,HUMSAT-D [-],Unknown,Unknown,2023-09-25 11:49:07.174,4.242,12.286,1.547,0.001,0.0015,0.0025,1.586e-07,3.8337481651156944e-07,0.0
spacemap,27762,57005,OBJECT B [+],,Unknown,39433,HUMSAT-D [-],Unknown,Unknown,2023-09-25 11:49:07.174,4.241715062273818,12.286,1.547,0.001,0.0015,0.0025,1.586e-07,3.8337481651156944e-07,2.4172434836795045
Celestrak,27774,56706,STARLINK-30079 [+],,Unknown,40036,FLOCK 1C-6 [-],Unknown,Unknown,2023-10-01 01:34:19.979,4.243,14.252,2.154,0.001,0.0015,0.0025,5.579e-08,3.830816644568216e-07,0.0
spacemap,27774,56706,STARLINK-30079 [+],,Unknown,40036,FLOCK 1C-6 [-],Unknown,Unknown,2023-10-01 01:34:19.979,4.243337732267811,14.252,2.154,0.001,0.0015,0.0025,5.579e-08,3.830816644568216e-07,6.86649335825097
Celestrak,27775,57120,STARLINK-6147 [+],,Unknown,43781,VESTA-1 [-],Unknown,Unknown,2023-09-28 04:01:35.448,4.243,12.842,1.659,0.001,0.0015,0.0025,1.478e-07,3.831711372353939e-07,0.0
spacemap,27775,57120,STARLINK-6147 [+],,Unknown,43781,VESTA-1 [-],Unknown,Unknown,2023-09-28 04:01:35.448,4.242842280579316,12.842,1.659,0.001,0.0015,0.0025,1.478e-07,3.831711372353939e-07,2.5924975455710006
Celestrak,27787,56748,OBJECT F [+],,Unknown,57018,OBJECT Q [+],,Unknown,2023-09-29 21:34:58.616,4.244,9.743,1.257,0.001,0.001,0.002,1.951e-07,2.45069428895021e-07,0.0
spacemap,27787,56748,OBJECT F [+],,Unknown,57018,OBJECT Q [+],,Unknown,2023-09-29 21:34:58.616,4.244228334388517,9.743,1.257,0.001,0.001,0.002,1.951e-07,2.45069428895021e-07,1.2561221368273758
Celestrak,27788,57166,METEOR-M2 3 [+],,Unknown,23323,IRS-P2 [-],Unknown,Unknown,2023-09-26 11:00:17.094,4.244,4.595,1.046,0.001,0.0015,0.0025,1.834e-06,3.828962670815213e-07,0.0
spacemap,27788,57166,METEOR-M2 3 [+],,Unknown,23323,IRS-P2 [-],Unknown,Unknown,2023-09-26 11:00:17.094,4.2443649149786555,4.595,1.046,0.001,0.0015,0.0025,1.834e-06,3.828962670815213e-07,0.20877659055699088
Celestrak,27801,57174,OBJECT J [+],,Unknown,57175,CUBEBEL 2 (EU11S) [+],,Unknown,2023-09-28 02:35:33.770,4.245,0.005,0.6,0.001,0.001,0.002,1.496e-06,2.4500011098748225e-07,0.0
spacemap,27801,57174,OBJECT J [+],,Unknown,57175,CUBEBEL 2 (EU11S) [+],,Unknown,2023-09-28 02:35:33.770,4.244828702155313,0.005,0.6,0.001,0.001,0.002,1.496e-06,2.4500011098748225e-07,0.1637701276654293
Celestrak,27812,57674,STARLINK-30314 [+],,Unknown,51068,OBJECT CN [-],Unknown,Unknown,2023-09-25 16:16:31.287,4.246,9.319,1.227,0.001,0.0015,0.0025,1.998e-07,3.8257008351653424e-07,0.0
spacemap,27812,57674,STARLINK-30314 [+],,Unknown,51068,OBJECT CN [-],Unknown,Unknown,2023-09-25 16:16:31.287,4.246173927250221,9.319,1.227,0.001,0.0015,0.0025,1.998e-07,3.8257008351653424e-07,1.9147651827654366
Celestrak,27825,57257,STARLINK-5503 [+],,Unknown,33316,RAPIDEYE 4 [-],Unknown,Unknown,2023-09-30 13:54:06.424,4.247,13.663,1.904,0.001,0.0015,0.0025,1.287e-07,3.824614090975649e-07,0.0
spacemap,27825,57257,STARLINK-5503 [+],,Unknown,33316,RAPIDEYE 4 [-],Unknown,Unknown,2023-09-30 13:54:06.424,4.246777148786838,13.663,1.904,0.001,0.0015,0.0025,1.287e-07,3.824614090975649e-07,2.9717281204161994
Celestrak,27851,56519,STARLINK-6313 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-25 23:42:49.679,4.25,14.158,2.113,0.001,0.0015,0.0025,5.676e-08,3.8184602444911563e-07,0.0
spacemap,27851,56519,STARLINK-6313 [+],,Unknown,40035,FLOCK 1C-9 [-],Unknown,Unknown,2023-09-25 23:42:49.679,4.250197834747199,14.158,2.113,0.001,0.0015,0.0025,5.676e-08,3.8184602444911563e-07,6.727378866263489
Celestrak,27863,56867,OBJECT X [+],,Unknown,51579,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-26 22:34:16.210,4.251,15.223,3.002,0.001,0.0003,0.0020997506133030716,8.142e-08,2.692237548305274e-07,0.0
spacemap,27863,56867,OBJECT X [+],,Unknown,51579,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-26 22:34:16.210,4.251325279961422,15.223,3.002,0.001,0.0003,0.0020997506133030716,8.142e-08,2.692237548305274e-07,3.3066047019224687
Celestrak,27879,56444,TROPICS-06 [+],,Unknown,55849,CZ-2C DEB [-],Unknown,Unknown,2023-09-24 21:25:42.801,4.253,8.219,1.164,0.001,0.0003,0.002099504611994141,2.101e-07,2.6899511462669866e-07,0.0
spacemap,27879,56444,TROPICS-06 [+],,Unknown,55849,CZ-2C DEB [-],Unknown,Unknown,2023-09-24 21:25:42.801,4.252633379461876,8.219,1.164,0.001,0.0003,0.002099504611994141,2.101e-07,2.6899511462669866e-07,1.2803194413455432
Celestrak,27918,56880,STARLINK-6177 [+],,Unknown,40026,FLOCK 1C-7 [-],Unknown,Unknown,2023-09-29 16:37:38.145,4.256,7.041,1.116,0.001,0.0015,0.0025,1.074e-07,3.8075528182877527e-07,0.0
spacemap,27918,56880,STARLINK-6177 [+],,Unknown,40026,FLOCK 1C-7 [-],Unknown,Unknown,2023-09-29 16:37:38.145,4.256281215999019,7.041,1.116,0.001,0.0015,0.0025,1.074e-07,3.8075528182877527e-07,3.5452074658172745
Celestrak,27936,57200,OBJECT AL [+],,Unknown,57443,STARLINK-30197 [+],Unknown,Unknown,2023-09-25 17:35:39.838,4.258,13.322,1.791,0.001,0.0015,0.0025,1.365e-07,3.80516842941694e-07,0.0
spacemap,27936,57200,OBJECT AL [+],,Unknown,57443,STARLINK-30197 [+],Unknown,Unknown,2023-09-25 17:35:39.838,4.2576145400847025,13.322,1.791,0.001,0.0015,0.0025,1.365e-07,3.80516842941694e-07,2.787669179060029
Celestrak,27959,56454,STARLINK-5959 [+],,Unknown,29042,CZ-4B DEB [-],Unknown,Unknown,2023-09-30 19:22:37.954,4.26,8.171,1.167,0.001,0.0003,0.0020981312536076527,2.094e-07,2.677211745480112e-07,0.0
spacemap,27959,56454,STARLINK-5959 [+],,Unknown,29042,CZ-4B DEB [-],Unknown,Unknown,2023-09-30 19:22:37.954,4.259950959985061,8.171,1.167,0.001,0.0003,0.0020981312536076527,2.094e-07,2.677211745480112e-07,1.2785156377650964
Celestrak,27960,57265,STARLINK-5890 [+],,Unknown,27255,PSLV DEB [-],Unknown,Unknown,2023-09-28 23:28:49.684,4.26,11.651,1.456,0.001,0.0003,0.0020981582382645645,1.677e-07,2.677461650458677e-07,0.0
spacemap,27960,57265,STARLINK-5890 [+],,Unknown,27255,PSLV DEB [-],Unknown,Unknown,2023-09-28 23:28:49.684,4.259806936770607,11.651,1.456,0.001,0.0003,0.0020981582382645645,1.677e-07,2.677461650458677e-07,1.5965782054017155
Celestrak,27970,56952,BLACKJACK ACES-4 [+],,Unknown,56752,ELECTRON KICK STAGE R/B [-],Unknown,Unknown,2023-09-25 04:12:41.641,4.261,13.061,1.716,0.001,0.0015,0.0025,1.423e-07,3.79985564365772e-07,0.0
spacemap,27970,56952,BLACKJACK ACES-4 [+],,Unknown,56752,ELECTRON KICK STAGE R/B [-],Unknown,Unknown,2023-09-25 04:12:41.641,4.260589903541333,13.061,1.716,0.001,0.0015,0.0025,1.423e-07,3.79985564365772e-07,2.670313171930935
Celestrak,27982,56870,OBJECT AA [+],,Unknown,57716,STARLINK-30281 [+],,Unknown,2023-09-28 10:53:36.964,4.262,8.753,1.195,0.001,0.001,0.002,2.042e-07,2.4298804357197856e-07,0.0
spacemap,27982,56870,OBJECT AA [+],,Unknown,57716,STARLINK-30281 [+],,Unknown,2023-09-28 10:53:36.964,4.262367170970696,8.753,1.195,0.001,0.001,0.002,2.042e-07,2.4298804357197856e-07,1.1899512417824611
Celestrak,27994,57357,STARLINK-5600 [+],,Unknown,18958,COSMOS 1933 [?],Unknown,Unknown,2023-09-27 13:25:34.637,4.263,5.189,1.061,0.001,0.0015,0.0025,2.3e-07,3.7962531090262446e-07,0.0
spacemap,27994,57357,STARLINK-5600 [+],,Unknown,18958,COSMOS 1933 [?],Unknown,Unknown,2023-09-27 13:25:34.637,4.262611013757583,5.189,1.061,0.001,0.0015,0.0025,2.3e-07,3.7962531090262446e-07,1.6505448300114107
Celestrak,28004,57171,OBJECT F [+],,Unknown,39432,ICUBE-1 [-],Unknown,Unknown,2023-09-30 02:35:06.860,4.264,7.906,1.154,0.001,0.0015,0.0025,2.115e-07,3.794241881420859e-07,0.0
spacemap,28004,57171,OBJECT F [+],,Unknown,39432,ICUBE-1 [-],Unknown,Unknown,2023-09-30 02:35:06.860,4.263740613569019,7.906,1.154,0.001,0.0015,0.0025,2.115e-07,3.794241881420859e-07,1.7939677926339759
Celestrak,28015,56510,STARLINK-5339 [+],,Unknown,33707,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-29 07:07:54.469,4.265,14.269,2.168,0.001,0.0003,0.0020971304918870146,1.125e-07,2.667955215164097e-07,0.0
spacemap,28015,56510,STARLINK-5339 [+],,Unknown,33707,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-29 07:07:54.469,4.265299138101363,14.269,2.168,0.001,0.0003,0.0020971304918870146,1.125e-07,2.667955215164097e-07,2.371515746812531
Celestrak,28016,57068,STARLINK-5844 [+],,Unknown,34308,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-30 11:14:11.607,4.265,8.186,1.168,0.001,0.0003,0.0020972336386597176,2.088e-07,2.668908233417789e-07,0.0
spacemap,28016,57068,STARLINK-5844 [+],,Unknown,34308,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-30 11:14:11.607,4.2647472900365395,8.186,1.168,0.001,0.0003,0.0020972336386597176,2.088e-07,2.668908233417789e-07,1.2782127554682898
Celestrak,28052,56519,STARLINK-6313 [+],,Unknown,24777,DMSP 5D-2 F14 DEB [-],Unknown,Unknown,2023-09-26 19:20:58.003,4.268,13.986,2.04,0.001,0.0003,0.0020966334109593725,1.195e-07,2.663365806029573e-07,0.0
spacemap,28052,56519,STARLINK-6313 [+],,Unknown,24777,DMSP 5D-2 F14 DEB [-],Unknown,Unknown,2023-09-26 19:20:58.003,4.267960586671146,13.986,2.04,0.001,0.0003,0.0020966334109593725,1.195e-07,2.663365806029573e-07,2.228757996677467
Celestrak,28068,57017,OBJECT P [+],,Unknown,39133,AIST-2 (RS-43) [-],Unknown,Unknown,2023-09-26 14:02:16.926,4.27,14.384,2.242,0.001,0.0015,0.0025,1.087e-07,3.783335024157973e-07,0.0
spacemap,28068,57017,OBJECT P [+],,Unknown,39133,AIST-2 (RS-43) [-],Unknown,Unknown,2023-09-26 14:02:16.926,4.269882095294691,14.384,2.242,0.001,0.0015,0.0025,1.087e-07,3.783335024157973e-07,3.4805290010652925
Celestrak,28088,56906,STARLINK-6098 [+],,Unknown,46481,CZ-4B R/B [-],Unknown,Unknown,2023-09-24 20:14:22.647,4.272,13.712,1.938,0.001,0.0015,0.0025,1.257e-07,3.7796562388357225e-07,0.0
spacemap,28088,56906,STARLINK-6098 [+],,Unknown,46481,CZ-4B R/B [-],Unknown,Unknown,2023-09-24 20:14:22.647,4.271959555131894,13.712,1.938,0.001,0.0015,0.0025,1.257e-07,3.7796562388357225e-07,3.0068864270769473
Celestrak,28089,57761,WILDFIRE 7 [+],,Unknown,13114,SL-14 R/B [-],Unknown,Unknown,2023-09-28 17:01:02.142,4.272,7.635,1.154,0.001,0.0015,0.0025,5.012e-07,3.779814565629056e-07,0.0
spacemap,28089,57761,WILDFIRE 7 [+],,Unknown,13114,SL-14 R/B [-],Unknown,Unknown,2023-09-28 17:01:02.142,4.271870083218323,7.635,1.154,0.001,0.0015,0.0025,5.012e-07,3.779814565629056e-07,0.7541529460552785
Celestrak,28103,56920,STARLINK-5960 [+],,Unknown,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,2023-09-24 12:37:56.290,4.273,8.973,1.213,0.001,0.001,0.002,2.007e-07,2.417984450246904e-07,0.0
spacemap,28103,56920,STARLINK-5960 [+],,Unknown,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,2023-09-24 12:37:56.290,4.272839294331065,8.973,1.213,0.001,0.001,0.002,2.007e-07,2.417984450246904e-07,1.2047755108355278
Celestrak,28104,57005,OBJECT B [+],,Unknown,31652,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 09:39:12.395,4.273,14.757,2.514,0.001,0.0003,0.0020956701642728796,9.674e-08,2.6544881423128735e-07,0.0
spacemap,28104,57005,OBJECT B [+],,Unknown,31652,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 09:39:12.395,4.273127424737709,14.757,2.514,0.001,0.0003,0.0020956701642728796,9.674e-08,2.6544881423128735e-07,2.743940606070781
Celestrak,28110,56224,REVELA [+],,Unknown,20453,DELTA 2 R/B(1) [-],Unknown,Unknown,2023-09-24 18:19:25.165,4.274,13.709,1.894,0.001,0.0015,0.0025,6.247e-07,3.776756830957503e-07,0.0
spacemap,28110,56224,REVELA [+],,Unknown,20453,DELTA 2 R/B(1) [-],Unknown,Unknown,2023-09-24 18:19:25.165,4.273599028189171,13.709,1.894,0.001,0.0015,0.0025,6.247e-07,3.776756830957503e-07,0.6045712871710426
Celestrak,28111,57029,OBJECT AB [+],,Unknown,57399,TIANMU-1 07 [+],Unknown,Unknown,2023-09-30 23:26:21.510,4.274,5.701,1.077,0.001,0.0015,0.0025,2.26e-07,3.775849971628187e-07,0.0
spacemap,28111,57029,OBJECT AB [+],,Unknown,57399,TIANMU-1 07 [+],Unknown,Unknown,2023-09-30 23:26:21.510,4.274112200475125,5.701,1.077,0.001,0.0015,0.0025,2.26e-07,3.775849971628187e-07,1.6707300759416754
Celestrak,28124,57458,STARLINK-30140 [+],,Unknown,21836,DMSP 5D-2 F11 DEB [-],Unknown,Unknown,2023-09-28 07:23:55.547,4.275,7.406,1.135,0.001,0.0003,0.002095300869642907,2.144e-07,2.651090072569265e-07,0.0
spacemap,28124,57458,STARLINK-30140 [+],,Unknown,21836,DMSP 5D-2 F11 DEB [-],Unknown,Unknown,2023-09-28 07:23:55.547,4.275111633571596,7.406,1.135,0.001,0.0003,0.002095300869642907,2.144e-07,2.651090072569265e-07,1.2365158920565602
Celestrak,28135,56221,IRIS-C [+],,Unknown,43836,OBJECT F [-],Unknown,Unknown,2023-09-30 18:46:16.024,4.276,15.106,2.835,0.001,0.0015,0.0025,8.571e-08,3.772271395804869e-07,0.0
spacemap,28135,56221,IRIS-C [+],,Unknown,43836,OBJECT F [-],Unknown,Unknown,2023-09-30 18:46:16.024,4.276139045249773,15.106,2.835,0.001,0.0015,0.0025,8.571e-08,3.772271395804869e-07,4.401203355273444
Celestrak,28136,57530,STARLINK-30270 [+],,Unknown,30660,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 17:28:35.120,4.276,13.988,2.012,0.001,0.0003,0.0020952061080602054,1.209e-07,2.650218613347999e-07,0.0
spacemap,28136,57530,STARLINK-30270 [+],,Unknown,30660,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 17:28:35.120,4.2756210818020834,13.988,2.012,0.001,0.0003,0.0020952061080602054,1.209e-07,2.650218613347999e-07,2.192074949005789
Celestrak,28158,56471,STARLINK-5521 [+],,Unknown,19046,SL-3 R/B [-],Unknown,Unknown,2023-09-30 08:06:04.166,4.278,6.764,1.112,0.001,0.0015,0.0025,5.993e-07,3.7686795297270807e-07,0.0
spacemap,28158,56471,STARLINK-5521 [+],,Unknown,19046,SL-3 R/B [-],Unknown,Unknown,2023-09-30 08:06:04.166,4.278176319619505,6.764,1.112,0.001,0.0015,0.0025,5.993e-07,3.7686795297270807e-07,0.6288469096824764
