INDEX,TCA_RANGE,TCA_RELATIVE_SPEED,HBR_SPACEMAP,HBR_CELESTRAK,PC_SPACEMAP,PC_CELESTRAK,ERROR(RATIO),NORAD_CAT_ID_1,OBJECT_NAME_1,OBJECT_CLASS_1,SHAPE_1,SPAN_1,DIAMETER_1,HEIGHT_1,WIDTH_1,DEPTH_1,NORAD_CAT_ID_2,OBJECT_NAME_2,OBJECT_CLASS_2,SHAPE_2,SPAN_2,DIAMETER_2,HEIGHT_2,WIDTH_2,DEPTH_2
5881,1.462,9.13,0.0017576614559902,0.0018139114559901,1.5951500589456997e-06,1.699e-06,0.9388758439939374,57361,STARLINK-6340 [+],Unknown,,,,,,,32319,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
5888,1.463,14.905,0.0017576614559902,0.0012239614559911,1.5929701526476977e-06,7.724e-07,2.0623642577002816,56484,STARLINK-6221 [+],Unknown,,,,,,,30637,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
5889,1.463,10.327,0.0017576614559902,0.0017533114559902,1.5929701526476977e-06,1.585e-06,1.005028487474888,56933,OTTER PUP [P],Unknown,,,,,,,50148,MINOTAUR 4 DEB [-],Rocket Fragmentation Debris,,,,,,
5911,1.466,14.875,0.0017576614559902,0.0012129614559911,1.586457178001506e-06,7.555e-07,2.099877138320988,56716,ONEWEB-0680 [+],Unknown,,,,,,,54487,CZ-6A DEB [-],Other Debris,,,,,,
5932,1.469,12.47,0.0017576614559902,0.0015919614559905,1.5799840649699329e-06,1.296e-06,1.2191235069212445,57611,STARLINK-30052 [+],Unknown,,,,,,,40528,TITAN 4B DEB [-],Rocket Debris,,,,,,
5977,1.474,8.096,0.0017576614559902,0.0018592114559901,1.569283244430943e-06,1.756e-06,0.8936692735939311,56421,STARLINK-6270 [+],Unknown,,,,,,,57199,SITRO-AIS 10 (BURDAEV) [+],Unknown,,,,,,
5998,1.476,15.104,0.0017576614559902,0.0011913614559911,1.5650333346834832e-06,7.19e-07,2.176680576750324,56221,IRIS-C [+],Unknown,,,,,,,43835,OBJECT E [-],Payload,Box,0.3,,0.3,0.2,0.2
6004,1.477,10.971,0.0017576614559902,0.0017110614559903,1.5629148509669849e-06,1.481e-06,1.0553105003153171,57134,STARLINK-6133 [+],Unknown,,,,,,,50148,MINOTAUR 4 DEB [-],Rocket Fragmentation Debris,,,,,,
6014,1.478,7.605,0.0017576614559902,0.005637911455985,1.5608006658350363e-06,1.606e-05,0.0971855956310732,56321,STARLINK-5876 [+],Unknown,,,,,,,24996,PEGASUS DEB [-],Rocket Fragmentation Debris,,,,,,
6023,1.479,5.716,0.0017576614559902,0.00193436145599,1.5586907676474316e-06,1.888e-06,0.8255777371013939,57379,STARLINK-6361 [+],Unknown,,,,,,,33931,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6028,1.48,14.736,0.0017576614559902,0.001273961455991,1.5565851448456522e-06,8.177e-07,1.9036139719281548,57180,MONITOR-3 (RS58S) [+],Unknown,,,,,,,30926,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
6036,1.482,14.617,0.0017576614559902,0.001251411455991,1.552386679165496e-06,7.869e-07,1.9727877483358696,56717,ONEWEB-0681 [+],Unknown,,,,,,,34453,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6037,1.482,11.276,0.0017576614559902,0.0016893614559903,1.552386679165496e-06,1.434e-06,1.0825569589717543,56918,STARLINK-5951 [+],Unknown,,,,,,,57187,SVYATOBOR 1 (RS60S) [+],Unknown,,,,,,
6050,1.483,7.664,0.0017576614559902,0.0067948114559781,1.5502938133334524e-06,2.317e-05,0.0669095301395534,57054,STARLINK-5881 [+],Unknown,,,,,,,25979,ARIANE 40 R/B [-],Rocket Body,Cyl,11.0,2.6,11.0,,
6074,1.486,8.601,0.0017576614559902,0.0018382614559901,1.5440405468417907e-06,1.689e-06,0.9141743912621616,57093,STARLINK-6229 [+],Unknown,,,,,,,32148,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
6103,1.489,12.226,0.0017576614559902,0.0016117614559905,1.5378250389678113e-06,1.293e-06,1.189346511189336,56404,STARLINK-6287 [+],Unknown,,,,,,,40017,TABLETSAT-AURORA [-],Payload,Hex Cyl + 6 Pan,1.2,0.415,0.4,,
6120,1.491,11.498,0.0017576614559902,0.0016751614559904,1.533702194059575e-06,1.393e-06,1.1010066001863423,56959,PHOTON-04 [+],Unknown,,,,,,,57706,STARLINK-30337 [+],Unknown,,,,,,
6121,1.491,11.871,0.0017576614559902,0.0016442114559904,1.533702194059575e-06,1.342e-06,1.1428481326822466,57114,STARLINK-6125 [+],Unknown,,,,,,,44641,COSMOS 2535 DEB [-],Payload Fragmentation Debris,,,,,,
6139,1.493,14.087,0.0017576614559902,0.0013893114559908,1.5295959067499305e-06,9.556e-07,1.6006654528567712,57412,STARLINK-30182 [+],Unknown,,,,,,,26121,CZ-4B DEB [-],Rocket Fragmentation Debris,,,,,,
6179,1.498,11.241,0.0017576614559902,0.0016902614559903,1.5194020481138934e-06,1.405e-06,1.0814249452767923,56422,STARLINK-6236 [+],Unknown,,,,,,,40017,TABLETSAT-AURORA [-],Payload,Hex Cyl + 6 Pan,1.2,0.415,0.4,,
6180,1.498,12.947,0.0017576614559902,0.0015391114559906,1.5194020481138934e-06,1.165e-06,1.3042077666213676,57150,STARLINK-5780 [+],Unknown,,,,,,,53817,ELECTRON KICK STAGE R/B [-],Rocket Body,Trunc Cone,1.4,1.4,1.0,,
6181,1.498,13.443,0.0017576614559902,0.0014826114559907,1.5194020481138934e-06,1.081e-06,1.4055523109286712,57168,OBJECT C [+],Unknown,,,,,,,57506,STARLINK-30212 [+],Unknown,,,,,,
6187,1.499,13.051,0.0017576614559902,0.0015395114559906,1.5173755075949352e-06,1.164e-06,1.3035872058375733,56510,STARLINK-5339 [+],Unknown,,,,,,,39267,DANDE [-],Payload,Sphere,0.46,,0.46,0.46,0.46
6213,1.503,12.67,0.0017576614559902,0.0015718614559905,1.50930975499934e-06,1.207e-06,1.2504637572488315,56745,SNIPE 2 [+],Unknown,,,,,,,24007,PEGASUS DEB [-],Rocket Fragmentation Debris,,,,,,
6226,1.504,12.635,0.0017576614559902,0.0015735614559905,1.5073033655121904e-06,1.208e-06,1.2477676866822769,56851,OBJECT F [+],Unknown,,,,,,,57861,VICTUS NOX [+],Unknown,,,,,,
6227,1.504,14.225,0.0017576614559902,0.0013616114559909,1.5073033655121904e-06,9.045e-07,1.6664492708813603,56880,STARLINK-6177 [+],Unknown,,,,,,,44888,CZ-4B R/B [-],Rocket Body,Cyl,7.5,2.9,7.5,,
6245,1.506,11.762,0.0017576614559902,0.0016526614559904,1.5033025702304646e-06,1.329e-06,1.1311531754932014,57228,STARLINK-6230 [+],Unknown,,,,,,,33875,IRIDIUM 33 DEB [-],Payload Fragmentation Debris,,,,,,
6249,1.507,9.493,0.0017576614559902,0.0017973614559902,1.501308143238465e-06,1.57e-06,0.9562472249926528,57190,NANOZOND 1 (RS49S) [+],Unknown,,,,,,,57614,STARLINK-30244 [+],Unknown,,,,,,
6253,1.508,15.003,0.0017576614559902,0.0012059114559911,1.4993176826563374e-06,7.057e-07,2.12458223417364,56954,HOTSAT-1 [+],Unknown,,,,,,,49529,COSMOS 1408 DEB [-],Payload Fragmentation Debris,,,,,,
6289,1.513,3.089,0.0017576614559902,0.00198196145599,1.4894245083900752e-06,1.894e-06,0.7863909759187303,56908,STARLINK-6186 [+],Unknown,,,,,,,51455,MINOTAUR 4 DEB [-],Rocket Fragmentation Debris,,,,,,
6300,1.515,11.11,0.0017576614559902,0.0016990614559903,1.485494638099272e-06,1.388e-06,1.070241093731464,56473,STARLINK-5486 [+],Unknown,,,,,,,56235,CZ-6A DEB [-],Rocket Fragmentation Debris,,,,,,
6343,1.52,7.673,0.0017576614559902,0.0018747114559901,1.4757377406074984e-06,1.679e-06,0.8789384994684327,56394,STARLINK-6305 [+],Unknown,,,,,,,57185,A-SEANSAT-PG 1 [+],Unknown,,,,,,
6344,1.52,12.828,0.0017576614559902,0.0015523114559906,1.4757377406074984e-06,1.151e-06,1.2821353089552547,57523,STARLINK-30261 [+],Unknown,,,,,,,49403,OBJECT J [-],Payload,Box,0.1,,0.1,0.1,0.1
6373,1.524,12.303,0.0017576614559902,0.0016056614559905,1.4680012674628423e-06,1.225e-06,1.1983683816023205,57198,YARILO 3 [+],Unknown,,,,,,,57509,STARLINK-30082 [+],Unknown,,,,,,
6380,1.525,8.84,0.0017576614559902,0.0018275114559901,1.4660766549454188e-06,1.585e-06,0.9249694983882768,57187,SVYATOBOR 1 (RS60S) [+],Unknown,,,,,,,57617,STARLINK-30148 [+],Unknown,,,,,,
6388,1.526,9.864,0.0017576614559902,0.0017772114559902,1.4641558248409514e-06,1.497e-06,0.9780600032337684,57652,STARLINK-30276 [+],Unknown,,,,,,,57326,OBJECT BA [-],Unknown,,,,,,
6400,1.527,12.474,0.0017576614559902,0.0015903114559905,1.4622387672246358e-06,1.197e-06,1.2215862716997794,57252,STARLINK-5511 [+],Unknown,,,,,,,36039,SL-19 R/B [-],Rocket Body,Cyl,4.1,2.6,4.1,,
6409,1.528,7.478,0.0017576614559902,0.00188181145599,1.4603254722125075e-06,1.674e-06,0.8723569129106976,56448,STARLINK-5990 [+],Unknown,,,,,,,39922,PEGASUS DEB [-],Rocket Fragmentation Debris,,,,,,
6410,1.528,12.339,0.0017576614559902,0.0016026114559905,1.4603254722125075e-06,1.214e-06,1.2029040133546194,57200,OBJECT AL [+],Unknown,,,,,,,57238,STARLINK-6334 [+],Unknown,,,,,,
6433,1.531,11.351,0.0017576614559902,0.0016839114559904,1.4546080646559491e-06,1.335e-06,1.0895940559220594,57189,VIZARD-METEO (RS38S) [+],Unknown,,,,,,,57311,STARLINK-30175 [+],Unknown,,,,,,
6464,1.536,5.624,0.0017576614559902,0.00193521145599,1.4451533922069035e-06,1.752e-06,0.8248592421272282,57195,AVION KALUGA 650 [+],Unknown,,,,,,,28855,PSLV DEB [-],Rocket Fragmentation Debris,,,,,,
6468,1.537,12.84,0.0017576614559902,0.0015553114559906,1.44327352177634e-06,1.13e-06,1.2772332051118054,57362,STARLINK-6343 [+],Unknown,,,,,,,38838,METEOR 2-6 DEB [-],Payload Fragmentation Debris,,,,,,
6469,1.537,15.142,0.0017576614559902,0.0011548114559912,1.44327352177634e-06,6.23e-07,2.316650917779037,57585,OBJECT F [+],Unknown,,,,,,,12987,COSMOS 1328 [?],Payload,Cyl + 1 Ant,13.14,1.35,3.2,,
6511,1.541,7.027,0.0017576614559902,0.00189611145599,1.435790601364421e-06,1.671e-06,0.8592403359451951,56476,STARLINK-5545 [+],Unknown,,,,,,,35341,PSLV DEB [-],Rocket Fragmentation Debris,,,,,,
6518,1.542,14.345,0.0017576614559902,0.0013499614559909,1.4339289642317734e-06,8.458e-07,1.6953522868666036,57637,STARLINK-30311 [+],Unknown,,,,,,,42260,DMSP 5D-2 F13 DEB [-],Payload Fragmentation Debris,,,,,,
6534,1.544,11.616,0.0017576614559902,0.0016615614559904,1.4302165355329589e-06,1.278e-06,1.1191052703700772,56474,STARLINK-5524 [+],Unknown,,,,,,,34746,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6535,1.544,12.463,0.0017576614559902,0.0015870614559905,1.4302165355329589e-06,1.166e-06,1.2266008023438757,57252,STARLINK-5511 [+],Unknown,,,,,,,48080,CZ-4C R/B [-],Rocket Body,Cyl,2.9,2.9,1.92,,
6536,1.544,13.961,0.0017576614559902,0.0014084614559908,1.4302165355329589e-06,9.183e-07,1.5574611080615908,57471,STARLINK-30190 [+],Unknown,,,,,,,57322,OBJECT AW [-],Unknown,,,,,,
6548,1.545,12.029,0.0017576614559902,0.0016291114559904,1.4283657253016223e-06,1.227e-06,1.1641122455595942,56914,STARLINK-5961 [+],Unknown,,,,,,,25795,COSMOS 1220 DEB [-],Payload Fragmentation Debris,,,,,,
6559,1.546,11.478,0.0017576614559902,0.0016786114559904,1.426518505358606e-06,1.301e-06,1.0964784822126104,56797,STARLINK-6058 [+],Unknown,,,,,,,57422,OBJECT B [+],Unknown,,,,,,
6565,1.547,13.487,0.0017576614559902,0.0014821614559907,1.4246748664734308e-06,1.013e-06,1.406391773418984,56397,STARLINK-6271 [+],Unknown,,,,,,,38299,CZ-2D DEB [-],Rocket Mission Related Object,,,,,,
6566,1.547,8.931,0.0017576614559902,0.0018243614559901,1.4246748664734308e-06,1.535e-06,0.928126948842626,57084,STARLINK-6240 [+],Unknown,,,,,,,57184,MONITOR-2 (RS39S) [+],Unknown,,,,,,
6573,1.548,11.199,0.0017576614559902,0.0016981114559903,1.4228347993747762e-06,1.328e-06,1.0714117465171509,57664,STARLINK-30302 [+],Unknown,,,,,,,17191,COSMOS 1805 [?],Payload,Cyl + 1 Ant,13.1,1.3,3.2,,
6574,1.548,13.989,0.0017576614559902,0.0013668614559909,1.4228347993747762e-06,8.604e-07,1.6536899109423249,57830,YAOGAN-40 01A [+],Unknown,,,,,,,30326,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
6583,1.549,10.254,0.0017576614559902,0.0017552614559902,1.4209982948321643e-06,1.417e-06,1.002821661843447,56911,STARLINK-6116 [+],Unknown,,,,,,,53817,ELECTRON KICK STAGE R/B [-],Rocket Body,Trunc Cone,1.4,1.4,1.0,,
6603,1.551,14.083,0.0017576614559902,0.0009723114559915,1.4173359366565302e-06,4.337e-07,3.268009999208048,57332,STARLINK-5831 [+],Unknown,,,,,,,40033,FLOCK 1C-11 [-],Payload,Box + 2 Pan,0.3,,0.3,0.1,0.1
6612,1.552,10.902,0.0017576614559902,0.0012005114559911,1.4155100647667657e-06,6.603e-07,2.1437377930740054,57477,STARLINK-30176 [+],Unknown,,,,,,,40026,FLOCK 1C-7 [-],Payload,Box + 2 Pan,0.3,,0.3,0.1,0.1
6638,1.555,8.685,0.0017576614559902,0.0018356114559901,1.4100535686351334e-06,1.538e-06,0.9168098625716082,56848,OBJECT C [+],Unknown,,,,,,,40905,OBJECT G [?],Payload,Box,0.4,,0.4,0.4,0.4
6655,1.557,11.586,0.0017576614559902,0.0011665614559912,1.4064334138381924e-06,6.195e-07,2.270271854460359,56912,STARLINK-5805 [+],Unknown,,,,,,,43788,FLOCK 3S-3 [-],Payload,Box + 2 Pan,0.3,,0.3,0.1,0.1
6656,1.557,12.692,0.0017576614559902,0.0015727614559905,1.4064334138381924e-06,1.126e-06,1.2490527653980394,57064,STARLINK-5822 [+],Unknown,,,,,,,33843,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6657,1.557,12.986,0.0017576614559902,0.0015345614559906,1.4064334138381924e-06,1.072e-06,1.3119714681326422,57122,STARLINK-6149 [+],Unknown,,,,,,,43438,BREEZE-KM R/B [-],Rocket Body,Cyl,4.1,2.6,4.1,,
6683,1.56,9.448,0.0017576614559902,0.0018028114559902,1.401029266156484e-06,1.474e-06,0.95049475315908,56471,STARLINK-5521 [+],Unknown,,,,,,,40242,PEGASUS DEB [-],Rocket Fragmentation Debris,,,,,,
6709,1.563,12.801,0.0017576614559902,0.0015654114559905,1.3956562064384596e-06,1.107e-06,1.2607553807032157,56481,STARLINK-6222 [+],Unknown,,,,,,,51103,CZ-2D R/B [-],Rocket Body,Cyl + 1 Sail,8.9,3.35,8.9,,
6718,1.564,3.431,0.0017576614559902,0.00197611145599,1.3938720537765694e-06,1.762e-06,0.7910738103158736,56485,STARLINK-6210 [+],Unknown,,,,,,,47347,ELECTRON KICK STAGE R/B [-],Rocket Body,Trunc Cone,1.4,1.4,1.0,,
6723,1.565,11.233,0.0017576614559902,0.00188546145599,1.3920913201082015e-06,1.602e-06,0.8689708614907624,56416,STARLINK-6260 [+],Unknown,,,,,,,25978,CLEMENTINE [-],Payload,Box + 1 Rod,0.7,,0.7,0.4,0.7
6724,1.565,12.717,0.0017576614559902,0.0015653114559905,1.3920913201082015e-06,1.104e-06,1.2609522827067043,56701,STARLINK-30125 [+],Unknown,,,,,,,57186,CSTP 1.2 (STC 1.2) [+],Unknown,,,,,,
6730,1.566,14.874,0.0017576614559902,0.0012399614559911,1.3903139967338338e-06,6.919e-07,2.0094146505764328,56851,OBJECT F [+],Unknown,,,,,,,49996,COSMOS 1408 DEB [-],Payload Fragmentation Debris,,,,,,
6740,1.567,12.307,0.0017576614559902,0.0016079614559905,1.3885400749131018e-06,1.162e-06,1.1949570352092098,57084,STARLINK-6240 [+],Unknown,,,,,,,34955,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6741,1.567,12.177,0.0017576614559902,0.0016169114559905,1.3885400749131018e-06,1.175e-06,1.1817362339685973,57178,CUBESX-HSE 3 (RS42S) [+],Unknown,,,,,,,57263,STARLINK-5509 [+],Unknown,,,,,,
6754,1.568,14.182,0.0017576614559902,0.0049770114559889,1.3867695459873289e-06,1.112e-05,0.1247094915456231,57409,STARLINK-30222 [+],Unknown,,,,,,,25979,ARIANE 40 R/B [-],Rocket Body,Cyl,11.0,2.6,11.0,,
6764,1.569,12.595,0.0017576614559902,0.0015813614559905,1.385002401297835e-06,1.121e-06,1.2355061563763026,57474,STARLINK-30110 [+],Unknown,,,,,,,37093,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
6777,1.57,10.253,0.0017576614559902,0.0017556614559902,1.383238632226785e-06,1.38e-06,1.0023468349469458,56877,STARLINK-6209 [+],Unknown,,,,,,,57174,OBJECT J [+],Unknown,,,,,,
6821,1.574,7.849,0.0017576614559902,0.0018694614559901,1.3762171407913854e-06,1.557e-06,0.8838902638351864,57407,STARLINK-30207 [+],Unknown,,,,,,,56755,ELECTRON R/B [-],Unknown,,,,,,
6822,1.574,7.482,0.0017576614559902,0.00188266145599,1.3762171407913854e-06,1.579e-06,0.871575136663322,57532,STARLINK-30251 [+],Unknown,,,,,,,41341,H-2A R/B [-],Rocket Body,Cyl,9.2,4.0,9.2,,
6831,1.575,11.148,0.0017576614559902,0.0028087114559923,1.3744701215252496e-06,3.51e-06,0.3915869292094728,57431,STARLINK-30170 [+],Unknown,,,,,,,12904,SL-3 R/B [-],Rocket Body,Cyl,3.8,2.6,3.8,,
6849,1.578,13.302,0.0017576614559902,0.0015081114559906,1.369248976890053e-06,1.008e-06,1.3583819215179098,56979,SPACEBEE-172 [+],Unknown,,,,,,,32363,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
6850,1.578,13.005,0.0017576614559902,0.0010747114559913,1.369248976890053e-06,5.119e-07,2.674836837058123,57025,OBJECT X [+],Unknown,,,,,,,40040,FLOCK 1C-8 [-],Payload,Box + 2 Pan,0.3,,0.3,0.1,0.1
6856,1.579,14.161,0.0017576614559902,0.0013808614559908,1.3675152050751098e-06,8.44e-07,1.6202786789989454,57005,OBJECT B [+],Unknown,,,,,,,57260,STARLINK-5026 [+],Unknown,,,,,,
6886,1.582,13.817,0.0017576614559902,0.0014308614559908,1.3623336018876445e-06,9.028e-07,1.5090093064772314,57101,STARLINK-6132 [+],Unknown,,,,,,,57197,HORS 2 [+],Unknown,,,,,,
6898,1.583,4.599,0.0017576614559902,0.0019582614559899,1.3606129439270206e-06,1.689e-06,0.8055730869905391,56843,STARLINK-30137 [+],Unknown,,,,,,,48609,FALCON 9 DEB [-],Rocket Mission Related Object,Cyl,7.0,0.02,7.0,,
6899,1.583,13.984,0.0017576614559902,0.0014198614559908,1.3606129439270206e-06,8.878e-07,1.5325669564395366,57253,STARLINK-5516 [+],Unknown,,,,,,,32137,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
6913,1.585,12.172,0.0017576614559902,0.0016144614559905,1.357181393116224e-06,1.145e-06,1.1853112603635143,56525,STARLINK-6329 [+],Unknown,,,,,,,39211,CZ-4C R/B [-],Rocket Body,Cyl,2.9,2.9,7.5,,
6914,1.585,13.718,0.0017576614559902,0.0014634614559907,1.357181393116224e-06,9.408e-07,1.4425822630912246,57153,STARLINK-5879 [+],Unknown,,,,,,,27218,PSLV DEB [-],Rocket Fragmentation Debris,,,,,,
6923,1.586,11.436,0.0017576614559902,0.0036978614559947,1.3554704838880808e-06,6e-06,0.2259117473146801,57794,TIANQI-23 [+],Unknown,,,,,,,21015,SL-8 R/B [-],Rocket Body,Cyl,6.57,2.4,6.57,,
6936,1.587,10.295,0.0017576614559902,0.0017539614559902,1.3537628078186156e-06,1.348e-06,1.0042750799841362,56756,KONDOR FKA NO.1 [+],Unknown,,,,,,,57682,STARLINK-30297 [+],Unknown,,,,,,
6947,1.588,12.65,0.0017576614559902,0.0015687614559905,1.3520583568617934e-06,1.077e-06,1.2553930890081646,56478,STARLINK-6041 [+],Unknown,,,,,,,33315,RAPIDEYE 3 [-],Payload,Box,1.0,,1.0,0.8,1.0
6948,1.588,13.133,0.0017576614559902,0.0015199614559906,1.3520583568617934e-06,1.011e-06,1.3373475339879264,56479,STARLINK-6044 [+],Unknown,,,,,,,31663,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
7049,1.601,13.383,0.0017576614559902,0.0014869114559907,1.3301903168892724e-06,9.519e-07,1.39740552252261,56521,STARLINK-6333 [+],Unknown,,,,,,,25655,SL-3 DEB [-],Rocket Fragmentation Debris,,,,,,
7057,1.602,10.829,0.0017576614559902,0.0017199114559903,1.3285301761064613e-06,1.272e-06,1.044441962347847,56557,STARLINK-6265 [+],Unknown,,,,,,,57203,UTMN 2 (RS27S) [+],Unknown,,,,,,
7064,1.603,9.565,0.0017576614559902,0.0017937614559902,1.3268731412977791e-06,1.382e-06,0.9601108113587404,56895,STARLINK-6208 [+],Unknown,,,,,,,57168,OBJECT C [+],Unknown,,,,,,
7085,1.605,0.002,0.0017576614559902,0.0017312614559903,1.3235683586439442e-06,1.284e-06,1.0308164786946608,56952,BLACKJACK ACES-4 [+],Unknown,,,,,,,56958,GHOST-3 [+],Unknown,,,,,,
7086,1.605,14.865,0.0017576614559902,0.0011565114559912,1.3235683586439442e-06,5.73e-07,2.309892423462381,57166,METEOR-M2 3 [+],Unknown,,,,,,,13464,COSMOS 1275 DEB [-],Payload Fragmentation Debris,,,,,,
7099,1.606,15.04,0.0017576614559902,0.0011939114559911,1.3219205953602038e-06,6.099e-07,2.167438260961148,56746,OBJECT D [+],Unknown,,,,,,,28855,PSLV DEB [-],Rocket Fragmentation Debris,,,,,,
7100,1.606,1.949,0.0017576614559902,0.00198846145599,1.3219205953602038e-06,1.692e-06,0.7812769476124135,56909,STARLINK-5999 [+],Unknown,,,,,,,14493,DELTA 1 DEB [-],Rocket Fragmentation Debris,,,,,,
7112,1.607,13.097,0.0017576614559902,0.0014866614559907,1.320275907214262e-06,9.445e-07,1.3978569689933953,57832,YAOGAN-40 01B [+],Unknown,,,,,,,45511,METEOR 2-5 DEB [-],Payload Fragmentation Debris,,,,,,
7141,1.61,11.61,0.0017576614559902,0.0016774614559904,1.3153602172271477e-06,1.198e-06,1.0979634534450315,56787,STARLINK-6326 [+],Unknown,,,,,,,48257,OBJECT K [-],Rocket Body,Cyl,4.0,2.25,4.0,,
7142,1.61,7.107,0.0017576614559902,0.00189436145599,1.3153602172271477e-06,1.528e-06,0.8608378384994422,57530,STARLINK-30270 [+],Unknown,,,,,,,44531,CZ-4B R/B [-],Rocket Body,Cyl,7.5,2.9,7.5,,
7151,1.611,11.488,0.0017576614559902,0.0027725114559922,1.3137277534196917e-06,3.269e-06,0.4018745039521846,56990,ELO-4 [+],Unknown,,,,,,,13068,SL-3 R/B [-],Rocket Body,Cyl,3.8,2.6,3.8,,
7164,1.613,10.278,0.0017576614559902,0.0017540614559902,1.3104719295882488e-06,1.305e-06,1.004193049492911,57082,STARLINK-6248 [+],Unknown,,,,,,,28647,TITAN 4B R/B [-],Rocket Body,Cyl + Cone,9.9,3.04,9.9,,
7191,1.615,2.491,0.0017576614559902,0.00198776145599,1.3072281942112214e-06,1.672e-06,0.7818350443847017,57490,FENGYUN 3F [+],Unknown,,,,,,,30452,FENGYUN 1C DEB [-],Payload Fragmentation Debris,,,,,,
7210,1.617,13.819,0.0017576614559902,0.0014377114559908,1.3039964874538748e-06,8.724e-07,1.4947231630603792,56956,BLACKJACK ACES-1 [+],Unknown,,,,,,,57535,STARLINK-30262 [+],Unknown,,,,,,
7233,1.619,14.58,0.0017576614559902,0.001303811455991,1.3007767499715868e-06,7.157e-07,1.8174888220924783,56772,STARLINK-6275 [+],Unknown,,,,,,,39922,PEGASUS DEB [-],Rocket Fragmentation Debris,,,,,,
7234,1.619,10.623,0.0017576614559902,0.0017279114559903,1.3007767499715868e-06,1.257e-06,1.0348263722924318,57797,YAOGAN-33 03 [+],Unknown,,,,,,,35330,CZ-4B DEB [-],Rocket Fragmentation Debris,,,,,,
7246,1.62,5.932,0.0017576614559902,0.00192841145599,1.2991713512323176e-06,1.564e-06,0.8306722194580036,57247,STARLINK-5039 [+],Unknown,,,,,,,48862,CZ-2C R/B [-],Rocket Body,Cyl,7.49,3.3,7.5,,
7247,1.62,5.145,0.0017576614559902,0.0019468614559899,1.2991713512323176e-06,1.594e-06,0.8150384888533988,57727,YAOGAN-39 01A [+],Unknown,,,,,,,57890,OBJECT E [-],Unknown,,,,,,
7257,1.621,12.853,0.0017576614559902,0.0015584114559906,1.2975689226647927e-06,1.02e-06,1.2721263947694046,57676,STARLINK-30313 [+],Unknown,,,,,,,40905,OBJECT G [?],Payload,Box,0.4,,0.4,0.4,0.4
7278,1.624,11.602,0.0017576614559902,0.0016643114559904,1.2927793851699318e-06,1.159e-06,1.1154265618377324,56924,STARLINK-5731 [+],Unknown,,,,,,,57326,OBJECT BA [-],Unknown,,,,,,
7279,1.624,9.97,0.0017576614559902,0.0017719614559902,1.2927793851699318e-06,1.314e-06,0.9838503692313026,57602,STARLINK-30166 [+],Unknown,,,,,,,48513,RESURS O1 DEB [-],Payload Fragmentation Debris,,,,,,
7307,1.627,5.965,0.0017576614559902,0.00192931145599,1.2880163172549048e-06,1.552e-06,0.8299074209116655,56315,NEUDOSE [+],Unknown,,,,,,,56492,STARLINK-5846 [+],Unknown,,,,,,
7308,1.627,9.494,0.0017576614559902,0.0017954114559902,1.2880163172549048e-06,1.344e-06,0.9583454741479946,56769,STARLINK-5978 [+],Unknown,,,,,,,26754,CZ-4B DEB [-],Rocket Fragmentation Debris,,,,,,
7317,1.628,5.045,0.0017576614559902,0.0019490614559899,1.2864344763289611e-06,1.582e-06,0.8131697069083194,57005,OBJECT B [+],Unknown,,,,,,,42301,DMSP 5D-2 F13 DEB [-],Payload Fragmentation Debris,,,,,,
7328,1.629,5.465,0.0017576614559902,0.0029918114559928,1.2848555477004829e-06,3.723e-06,0.3451129593608603,57500,STARLINK-30164 [+],Unknown,,,,,,,21820,SL-14 R/B [-],Rocket Body,Cyl,2.7,2.4,2.7,,
7337,1.63,14.954,0.0017576614559902,0.0012304114559911,1.2832795241811326e-06,6.288e-07,2.0408389379470937,56744,SNIPE 4 [+],Unknown,,,,,,,34066,COSMOS 2251 DEB [-],Payload Fragmentation Debris,,,,,,
7344,1.631,14.591,0.0017576614559902,0.00198691145599,1.281706398623416e-06,1.638e-06,0.7824825388421344,56483,STARLINK-5868 [+],Unknown,,,,,,,16496,SL-14 R/B [-],Rocket Body,Cyl,2.7,2.4,2.7,,
7345,1.631,14.284,0.0017576614559902,0.0009496114559915,1.281706398623416e-06,3.741e-07,3.42610638498641,57449,STARLINK-30225 [+],Unknown,,,,,,,40033,FLOCK 1C-11 [-],Payload,Box + 2 Pan,0.3,,0.3,0.1,0.1
